0,0,0,-65.8494720459,167.000717163,32.2971916199,0,0,0,0.539927423,0.825619518757,-0.163801193237,
0,0,0,-12.901884079,138.937973022,54.1597099304,0,0,0,0.986379742622,0.125906258821,0.105842351913,
0,0,0,-51.5363502502,137.884506226,26.7432804108,0,0,0,0.973024189472,0.216765329242,-0.0789731815457,
0,0,0,-45.7743492126,125.27671814,56.7908172607,0,0,0,0.961908638477,0.183935165405,0.202236607671,
0,0,0,-20.8339633942,131.6431427,52.8333892822,0,0,0,0.648773729801,0.755337536335,0.09250895679,
0,0,0,-20.7581539154,132.683181763,57.9430999756,0,0,0,0.517322480679,0.845783412457,0.130490899086,
0,0,0,-6.90008878708,123.239326477,70.7626724243,0,0,0,0.469604223967,0.849237024784,-0.241388365626,
0,0,0,-31.1874027252,127.084655762,32.9618682861,0,0,0,0.850735545158,0.360642910004,-0.382342487574,
0,0,0,4.29996156693,130.284118652,67.0406188965,0,0,0,-0.892032504082,0.449159562588,0.0503354258835,
0,0,0,-45.6082420349,158.799209595,73.9570922852,0,0,0,0.621833741665,0.780713319778,0.0617213174701,
0,0,0,2.2655570507,139.619171143,116.851448059,0,0,0,0.44115370512,0.89635270834,-0.0439909845591,
0,0,0,-49.9401245117,156.473327637,85.1614303589,0,0,0,0.552005946636,0.832983195782,-0.0377945564687,
0,0,0,-12.0004730225,155.046478271,86.3844909668,0,0,0,0.44059664011,0.864899218082,0.240466162562,
39.7649269104,140.165512085,71.7500610352,0,0,0,-0.892601668835,-0.267307966948,0.363054662943,0,0,0,
14.4962263107,127.437934875,60.5688514709,0,0,0,-0.0891696661711,-0.712352216244,0.696134388447,0,0,0,
-14.2087888718,122.126441956,37.2271270752,0,0,0,0.0124854007736,-0.463973850012,0.885760903358,0,0,0,
0,0,0,-95.9506607056,132.097869873,57.2574501038,0,0,0,0.986260592937,-0.165186390281,-0.0018769716844,
0,0,0,-81.7221450806,141.249969482,66.5538482666,0,0,0,0.772582054138,-0.625900685787,0.106608264148,
0,0,0,-23.2831020355,140.643615723,91.6997833252,0,0,0,0.731908500195,0.59301841259,0.335617542267,
0,0,0,-17.0404109955,138.327987671,49.4705657959,0,0,0,0.403409957886,0.912082970142,-0.073246255517,
0,0,0,-53.3174781799,147.141159058,68.7864151001,0,0,0,0.434767633677,0.900402843952,0.0158701855689,
0,0,0,-11.817615509,143.102584839,84.7712402344,0,0,0,0.336389511824,0.939060091972,-0.0707687586546,
0,0,0,-1.22983765602,133.954147339,101.289047241,0,0,0,0.364144355059,0.922139585018,0.130604252219,
0,0,0,-8.51305294037,131.466400146,82.3215637207,0,0,0,0.246929362416,0.945725619793,0.211255714297,
